age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46,4,40265,8,0,8,4,4,1,0,1659,32,39,0
26,4,190540,9,4,4,4,4,0,7210,0,40,37,1
51,4,246662,14,2,6,0,4,1,0,0,40,39,1
47,4,232345,15,2,10,5,1,0,8444,0,49,38,1
71,6,123342,15,0,10,1,4,1,0,0,40,39,0
36,4,178747,11,5,0,4,4,0,0,0,40,33,0
47,4,59286,11,2,5,0,4,1,0,0,6,39,0
28,4,151212,9,0,12,1,4,1,0,0,40,39,0
37,0,260514,15,4,1,3,4,0,0,0,74,39,0
20,4,34367,5,4,3,3,4,1,3243,0,28,39,0
36,6,479220,7,0,1,3,4,0,0,0,69,39,0
30,4,138357,11,2,1,0,4,1,0,0,45,39,0
43,4,457596,11,2,4,0,4,1,22780,0,45,39,1
25,4,165066,11,2,10,0,4,1,0,0,40,39,0
59,5,101165,0,0,5,4,4,1,0,0,55,39,0
34,4,63385,15,2,8,0,4,1,3196,0,40,39,0
54,2,164083,12,2,4,5,4,1,99957,2002,50,39,1
20,4,402368,11,4,6,3,4,1,2866,0,7,39,0
23,4,322881,0,4,13,3,4,1,0,0,40,39,0
24,4,91744,15,4,8,1,4,0,0,0,45,39,0
23,4,133012,2,4,4,1,4,1,0,0,59,29,0
57,4,126348,11,2,4,0,4,0,0,0,40,39,1
60,4,169954,10,0,10,1,4,1,0,0,31,39,0
58,4,147221,1,0,0,4,4,0,0,0,40,12,1
23,4,114811,15,4,8,3,4,0,24082,0,40,39,0
44,4,380409,15,5,7,4,1,1,0,0,32,26,0
42,7,458430,1,0,4,1,4,0,0,0,45,39,0
65,4,104256,11,2,8,0,2,1,0,0,40,31,0
48,7,185391,4,5,10,4,2,0,0,0,40,39,0
57,4,161701,14,2,1,0,4,1,0,0,60,39,1
36,4,107446,15,5,1,4,4,0,0,0,40,39,0
27,4,203704,8,4,10,0,4,1,0,0,40,27,0
35,4,367523,9,4,4,1,4,1,0,0,40,39,0
34,4,171791,11,5,3,4,4,1,0,0,40,1,0
61,6,51726,12,2,10,0,2,1,0,0,40,39,0
28,4,215292,10,6,8,4,4,0,0,0,40,39,0
35,4,165418,10,4,0,1,4,1,0,0,12,39,0
33,2,372953,9,6,12,1,4,1,3168,0,45,39,0
71,5,228115,9,5,10,1,4,1,0,0,40,25,1
32,4,184225,15,0,11,4,4,1,0,0,40,39,0
52,4,133570,9,2,10,0,4,0,0,0,34,26,1
22,4,92555,5,0,1,4,2,0,0,0,40,39,1
41,4,162393,12,2,10,0,4,1,0,1889,20,39,1
36,4,191963,15,2,12,0,4,1,0,0,40,39,1
30,4,194927,11,5,14,2,4,0,0,0,45,39,1
52,4,132586,15,3,1,4,4,0,2831,0,40,39,0
37,4,114662,9,0,4,1,4,0,0,0,36,39,0
28,4,36111,3,4,3,1,4,1,0,0,40,39,0
20,4,95548,15,2,1,0,4,1,0,0,59,39,1
31,4,361402,14,2,14,0,4,1,3048,0,45,39,0
57,4,235930,10,2,10,0,4,1,0,0,40,39,1
33,4,142127,11,0,11,5,1,1,0,0,40,6,0
51,4,203514,9,6,10,4,4,0,0,1503,40,39,0
29,4,183585,11,4,10,2,4,0,0,0,67,39,0
44,2,398060,9,6,12,1,4,0,0,1976,45,39,0
44,4,68755,9,0,7,1,4,0,0,2362,45,37,1
32,4,199042,11,2,0,0,4,1,0,0,40,39,0
30,4,196232,11,0,13,1,4,0,0,0,36,39,1
21,2,172470,9,4,1,1,4,0,0,0,20,39,0
32,6,233509,15,2,3,0,4,1,0,0,60,39,1
33,4,54537,6,3,11,4,1,1,0,0,40,8,0
35,2,173232,9,0,6,1,4,0,0,0,45,39,1
73,4,255014,11,0,1,0,4,1,0,0,40,39,0
61,1,206165,9,2,10,0,4,1,6980,0,50,39,1
30,4,73019,11,0,0,4,4,0,0,0,40,39,0
49,2,244200,8,2,5,0,4,1,0,0,50,39,1
39,4,240630,12,2,10,0,4,1,0,0,31,39,1
51,4,345840,9,0,1,4,2,0,0,0,36,39,0
30,4,40586,15,2,10,5,4,0,0,0,35,39,1
32,4,313810,8,4,14,3,4,1,0,0,32,39,0
29,4,441087,11,5,12,1,4,0,0,0,21,39,0
74,4,354146,12,2,10,5,4,1,0,0,40,27,1
32,4,226832,11,6,1,1,4,0,0,0,55,39,1
48,6,92959,15,2,5,0,1,1,0,1983,70,39,1
35,4,189208,9,5,13,4,4,0,0,0,45,15,0
73,4,228968,15,2,3,0,4,1,0,0,40,39,0
35,4,540845,11,0,4,1,4,0,0,0,22,39,0
38,4,196439,11,2,7,0,1,1,0,2302,40,30,0
40,2,152528,9,4,4,1,4,1,0,0,21,39,1
52,7,204300,9,0,4,4,4,0,7743,0,60,39,1
30,4,278511,11,2,5,1,4,0,7547,0,34,39,1
37,1,216699,11,2,7,0,2,1,14119,0,40,10,0
50,5,128505,9,2,14,5,2,0,0,2383,60,39,0
29,4,171423,11,0,8,4,4,1,2920,0,40,39,0
63,4,135286,1,0,10,1,4,1,0,0,40,39,0
26,4,115330,11,0,10,4,4,0,7150,0,40,39,0
63,7,226288,15,2,12,0,4,1,7746,0,40,39,1
33,4,193981,15,2,4,0,1,1,7736,0,50,39,1
30,4,47476,0,4,5,1,1,1,0,0,60,35,0
24,6,22932,5,4,8,3,4,1,0,0,34,26,0
46,4,253708,11,0,1,1,4,0,0,0,40,39,1
19,4,159251,15,1,1,4,4,0,0,0,40,39,0
40,4,24728,12,2,10,0,4,1,14533,0,50,39,1
34,4,402827,13,0,10,4,4,0,0,0,40,39,0
59,5,196845,12,2,10,0,4,1,25761,0,40,39,1
51,4,432514,8,2,4,0,4,1,0,0,60,39,1
64,4,65281,11,2,3,0,4,1,0,0,40,39,0
22,4,185301,11,4,13,3,4,1,0,0,18,39,0
30,4,196856,11,2,3,2,4,1,0,0,40,39,0
24,1,183409,9,6,8,1,4,0,0,0,40,39,1
23,4,200593,9,4,9,4,4,1,0,0,50,39,0
67,4,265501,0,2,3,0,4,1,0,0,79,39,0
22,4,167252,11,4,4,1,4,0,0,0,40,39,0
29,1,94919,15,2,10,0,4,1,0,0,60,39,0
43,4,177188,11,2,13,0,4,1,0,1884,40,39,1
55,6,223981,14,2,8,0,4,1,22787,0,45,39,1
38,4,65836,15,0,13,2,4,1,0,0,40,22,0
33,4,42594,11,2,14,0,4,1,7674,0,33,0,0
45,5,233149,11,2,12,0,2,1,0,0,34,3,0
20,4,176957,15,4,4,1,4,0,0,0,84,39,0
42,4,461898,15,0,0,1,4,0,0,0,12,39,0
47,4,31830,12,2,7,0,1,1,2775,0,40,39,1
18,4,162354,11,4,7,1,4,1,0,0,40,39,0
27,7,105088,11,2,5,0,4,1,2673,0,40,39,0
43,4,133763,11,2,4,5,4,0,0,0,22,39,0
32,2,108823,15,4,12,1,3,0,0,0,37,0,0
50,6,134809,11,2,5,0,4,1,0,0,50,39,0
29,2,36234,0,0,10,4,4,0,0,0,20,2,0
19,4,209918,15,4,8,1,4,0,0,0,40,39,0
59,6,153043,1,2,7,0,4,1,0,2319,45,39,1
37,4,213993,5,2,3,0,4,1,0,0,55,39,0
59,6,158477,7,2,10,5,4,1,7826,0,33,39,1
28,4,40464,15,4,3,3,4,0,0,0,40,39,0
46,4,249862,5,2,5,5,1,0,0,1988,40,8,0
28,4,203311,2,2,11,0,4,1,3239,0,40,39,0
24,4,91794,11,2,3,0,4,1,2625,0,31,16,0
51,5,304438,15,2,10,0,2,1,0,0,40,39,1
32,4,96717,11,2,5,5,4,0,0,0,45,39,1
48,0,360199,9,0,7,1,4,1,0,0,40,11,0
41,1,121892,8,4,4,1,4,0,0,0,34,39,0
30,4,137890,15,2,4,0,4,0,0,0,45,39,0
20,4,224395,12,4,8,4,1,0,0,0,40,36,0
42,4,38159,4,0,1,4,1,0,0,0,69,0,0
51,4,201737,11,2,3,5,4,0,0,0,40,39,0
39,4,253448,11,2,4,0,4,0,23407,0,31,39,0
55,5,166871,11,2,10,0,4,1,0,1888,40,39,1
27,6,339493,11,0,3,1,4,1,0,0,40,39,0
52,6,316601,9,2,1,4,1,1,0,1993,40,39,0
47,4,133351,11,2,3,0,4,1,0,0,40,39,0
27,5,64250,9,4,12,4,4,0,0,0,33,39,0
33,4,127451,15,2,7,0,4,1,2965,0,60,39,0
29,7,425926,15,6,3,3,2,1,0,0,40,39,0
36,4,176962,11,5,10,1,3,0,0,0,40,39,0
46,4,203566,15,2,14,0,4,1,0,1657,50,39,1
25,4,263393,9,4,4,3,4,1,22334,0,18,39,1
30,4,55789,9,4,8,4,1,0,0,0,45,27,0
25,4,196205,11,2,5,0,4,1,0,0,17,39,0
25,4,160958,9,4,1,1,4,1,0,0,44,39,0
43,4,268489,9,0,4,1,4,0,0,0,40,39,1
43,4,174992,11,2,10,0,4,1,0,0,40,39,0
45,7,208776,11,0,1,4,4,0,0,0,40,39,0
40,6,149931,9,2,12,0,4,1,0,0,40,39,1
29,4,385289,11,2,11,0,2,0,0,0,40,39,0
22,4,225057,15,4,1,1,4,0,0,0,40,39,0
35,4,174572,11,2,3,0,4,1,0,0,40,39,0
42,4,245040,2,4,12,4,2,0,0,0,34,39,0
30,4,355847,8,2,10,0,4,1,3311,0,44,39,1
20,4,141451,11,4,13,4,4,0,0,0,17,9,0
73,2,210390,9,5,10,4,4,0,7051,0,40,39,0
39,4,433049,1,4,1,1,4,1,0,0,40,25,1
33,4,197595,11,0,13,4,4,1,0,0,40,39,0
44,5,257078,5,2,3,0,4,1,0,0,40,39,0
30,4,306984,13,6,13,1,1,0,0,0,40,40,0
40,2,118070,11,4,3,1,4,1,0,0,40,39,0
19,4,60221,2,4,7,3,4,1,0,0,18,39,0
34,4,209338,11,4,8,0,4,1,0,0,40,39,0
19,4,184233,11,4,6,3,4,0,3187,0,40,1,0
36,4,44712,14,2,14,0,4,1,0,0,49,39,0
28,6,204339,15,2,12,0,4,1,0,0,40,39,1
47,2,253398,11,2,4,0,4,1,0,0,40,39,0
21,4,151828,11,3,8,0,4,1,0,0,32,39,0
56,7,172835,2,6,7,1,4,1,0,0,60,30,1
58,4,136005,11,0,4,3,4,0,6942,0,40,39,0
32,4,188982,15,0,8,4,4,0,0,0,31,39,0
53,3,45255,9,2,10,5,4,1,0,0,34,20,1
31,4,131429,9,0,1,4,4,0,0,0,28,39,0
28,4,175603,8,3,4,4,1,0,0,1881,40,4,0
21,4,136128,11,4,8,1,4,1,0,0,22,39,1
46,4,241868,11,4,13,3,4,0,0,0,40,39,0
26,5,202075,11,6,1,3,4,0,0,0,40,39,0
46,6,186833,12,2,10,0,4,1,0,0,55,39,1
50,2,139575,8,0,4,1,4,1,0,0,40,39,0
45,7,53356,9,0,8,4,4,0,0,0,40,39,0
20,4,71347,8,4,12,1,4,0,0,0,30,14,0
55,2,215305,7,2,4,0,4,1,0,0,55,39,1
30,4,178805,11,2,10,0,4,1,0,0,40,39,0
55,7,140322,9,0,13,1,4,1,7249,0,40,39,0
31,4,214076,11,2,10,0,1,1,0,0,40,20,1
77,4,161277,8,2,12,0,4,1,3140,0,40,39,1
48,4,189308,9,2,10,0,4,1,0,0,40,39,1
21,1,122757,9,4,8,3,4,1,0,0,10,39,0
28,4,212752,8,0,7,1,4,1,0,0,44,39,0
25,4,373157,10,4,1,2,4,0,0,0,35,39,0
43,4,225593,15,2,3,0,4,1,0,0,40,39,1
39,7,220745,12,2,5,0,4,1,0,0,31,39,0
54,4,184036,6,2,5,2,4,1,0,0,40,0,0
55,4,208182,11,2,11,0,4,1,0,0,40,39,1
27,4,96073,8,2,10,0,1,0,3146,0,45,20,1
35,4,209393,11,6,4,1,4,0,0,0,40,39,0
21,4,242132,7,2,12,0,4,1,6478,0,59,39,1
22,4,113314,11,4,3,3,2,1,0,0,32,26,0
55,4,354516,11,0,1,4,4,1,0,0,34,39,0
51,4,427426,2,2,13,0,4,1,3615,0,40,19,1
41,4,31167,1,2,10,0,1,0,0,0,33,0,1
45,8,200499,11,4,8,1,4,1,0,0,36,39,0
29,4,114697,2,2,1,0,4,1,0,0,60,39,1
23,4,267835,11,2,3,0,4,1,0,0,34,39,0
55,4,85281,15,2,10,0,4,1,0,0,50,39,1
53,2,562510,11,2,4,0,4,1,0,0,40,39,0
47,1,203904,10,2,1,0,4,1,0,0,45,39,1
18,4,236368,15,4,11,1,0,1,0,0,40,39,0
53,4,158414,9,2,10,0,4,1,0,0,55,39,1
41,1,216676,5,4,13,1,4,1,25015,0,45,39,1
23,4,374880,15,0,13,1,0,0,0,0,45,39,0
35,4,33660,15,4,13,4,4,0,0,0,35,39,0
20,4,240397,11,0,5,1,4,1,0,0,40,39,0
29,7,101488,8,0,10,1,4,1,0,0,2,39,0
59,5,133070,7,2,10,0,4,1,0,0,45,39,1
27,4,255924,8,4,10,1,4,1,0,1886,40,39,1
48,5,206914,11,2,5,0,4,1,0,0,40,39,0
23,4,41954,15,4,0,3,4,1,0,0,40,26,1
56,4,299014,11,2,4,0,4,1,0,0,55,39,0
29,4,139916,6,2,7,0,4,1,0,0,30,5,0
34,6,231780,11,0,12,1,4,1,0,0,20,39,0
47,4,226295,8,2,10,5,4,0,0,0,28,39,0
29,8,444440,15,4,9,1,4,0,0,0,40,39,0
27,4,157541,0,6,13,3,2,1,0,0,33,39,0
20,4,81752,9,4,8,1,4,0,0,0,18,39,0
20,4,128148,1,4,8,3,4,1,0,0,18,39,0
55,4,208377,11,0,1,4,2,0,0,0,40,39,0
39,4,160076,15,0,1,4,1,0,0,0,40,39,0
50,4,140505,5,2,3,0,4,1,0,0,40,39,1
24,4,274518,9,4,1,1,4,0,0,0,40,31,0
20,4,189427,11,2,10,0,4,1,0,0,26,39,0
30,4,181569,15,4,3,1,4,1,3560,0,54,39,1
58,4,373825,9,0,8,1,4,0,0,0,50,39,1
46,4,642932,11,2,4,0,4,1,0,0,40,39,0
28,4,179343,11,3,11,4,2,0,0,0,40,39,0
50,5,441811,12,2,7,0,4,1,0,0,40,39,1
53,5,105670,7,2,10,0,4,1,0,1984,49,39,1
25,4,133787,15,4,5,4,4,1,2313,0,71,39,0
22,1,49691,9,4,4,3,2,0,0,0,37,39,1
39,4,175323,8,5,1,3,4,0,0,0,31,39,0
25,4,191886,0,4,1,1,4,0,0,0,27,39,1
22,7,38045,8,1,8,3,4,1,0,2455,30,39,0
51,4,313815,0,3,5,1,4,1,0,0,10,39,1
65,4,247954,11,2,10,0,4,1,0,0,40,39,0
56,5,348457,6,2,4,0,4,1,0,0,19,39,1
52,5,178970,12,2,10,0,4,1,0,0,50,39,1
21,4,218450,11,0,1,4,4,0,0,0,40,39,0
66,6,178654,12,2,4,0,4,1,3100,0,50,39,1
28,4,701784,11,4,14,3,4,0,0,0,40,39,0
62,5,205189,11,2,13,1,4,1,0,0,40,39,1
24,7,208374,0,4,8,1,4,1,0,0,40,0,0
57,4,163052,12,3,10,4,1,1,3013,0,45,25,1
55,4,120843,11,2,5,0,4,1,2576,0,40,39,0
51,4,358222,11,6,1,1,4,0,0,0,40,39,1
50,5,142230,12,2,12,0,4,1,0,0,50,39,1
39,4,340402,11,4,12,0,4,1,8472,0,40,39,0
43,4,289800,15,2,4,5,4,1,0,0,40,0,0
24,4,64107,11,2,3,0,2,1,0,0,30,39,0
53,4,311295,10,2,12,0,4,1,0,0,40,39,1
19,4,205042,15,4,7,3,4,1,0,0,67,12,0
42,4,353979,11,3,8,2,1,1,0,0,40,8,0
48,2,106250,9,2,1,0,4,1,0,0,55,39,1
19,4,321810,11,4,11,3,4,1,0,0,33,39,0
23,4,203580,11,4,1,3,4,0,0,0,30,39,0
33,4,87085,11,6,0,4,2,0,0,0,40,14,0
28,4,48060,15,2,10,0,4,1,0,0,40,39,1
27,4,144910,0,4,12,1,4,1,0,0,45,39,1
28,4,44472,11,4,9,4,4,1,0,0,20,39,0
23,4,128133,11,0,6,3,4,0,0,0,40,39,1
25,4,283115,11,2,12,0,4,1,0,0,31,39,0
37,4,130316,11,4,12,1,4,0,0,0,40,4,0
26,4,195664,9,4,7,3,1,0,0,0,30,30,0
31,4,111578,15,2,7,0,4,1,0,0,50,39,1
45,5,147416,9,0,10,1,4,0,0,0,18,39,0
28,4,127063,11,2,0,0,4,1,0,0,40,39,0
49,4,396368,11,2,5,0,4,1,0,0,40,39,0
42,4,177455,10,2,10,0,4,1,0,0,60,39,1
49,4,296736,11,2,3,0,2,1,0,0,55,39,1
25,4,284637,15,4,14,2,4,0,0,0,40,33,0
27,4,105779,11,4,4,2,4,0,0,0,40,39,0
28,4,76684,9,4,4,3,4,1,0,0,40,39,0
44,4,180022,11,2,4,5,4,1,0,0,40,39,1
41,4,114802,11,2,3,0,4,1,0,0,32,39,0
53,4,44705,9,0,4,4,4,0,0,0,40,39,1
41,1,296157,9,5,12,1,4,1,96480,0,40,39,0
46,4,191084,11,6,1,1,4,1,0,0,37,39,0
55,5,212459,12,2,10,0,4,1,0,0,40,39,1
23,4,272639,9,4,10,1,4,0,0,1526,40,39,1
41,4,227739,9,0,10,1,4,1,2614,0,40,12,1
38,4,371642,14,2,4,0,4,1,0,0,31,39,1
34,1,111981,7,3,1,1,4,0,0,0,67,39,0
21,6,114859,15,4,10,3,0,0,0,0,40,39,0
43,2,195326,9,5,1,5,4,0,0,0,36,39,1
27,4,211600,15,2,14,0,4,1,0,0,40,39,0
35,7,339238,9,0,4,1,4,0,0,0,5,39,0
27,2,186183,11,6,14,0,2,1,0,0,40,39,0
23,4,246288,4,4,4,1,1,0,0,0,21,2,0
28,4,211322,9,3,10,1,4,1,0,0,49,39,1
28,4,328097,5,4,8,3,4,0,14565,0,60,39,0
26,4,332829,8,4,13,3,4,0,0,0,60,39,0
51,0,216922,9,2,4,0,4,1,2960,0,40,39,0
21,4,334233,15,4,1,3,4,1,0,0,45,39,1
22,4,181075,9,4,10,1,4,0,0,0,40,39,1
43,4,432111,11,0,3,1,4,1,7376,0,30,39,0
51,5,45294,12,3,10,4,1,0,2981,0,40,6,1
36,4,99750,11,4,0,2,4,0,0,0,40,39,0
20,4,198206,11,3,8,4,2,0,7342,0,26,22,0
48,6,279314,11,2,4,0,4,1,6356,0,40,39,1
33,6,237766,11,6,10,4,4,0,0,0,40,39,0
22,4,471522,15,4,12,3,4,0,0,0,34,2,0
55,4,76717,8,2,10,0,4,1,0,0,49,39,1
31,4,331434,2,4,8,3,2,1,0,0,40,39,0
67,4,89974,9,4,6,1,4,1,4159,0,40,39,1
28,4,175773,12,2,12,0,1,1,0,0,40,30,0
22,4,208181,9,4,4,1,4,0,0,0,32,39,0
41,4,195590,5,0,13,4,4,1,0,0,40,39,0
50,4,45085,9,2,1,0,4,1,0,0,79,39,1
26,4,157230,0,5,4,2,2,0,0,0,40,4,0
25,4,198693,13,5,10,1,4,0,0,0,40,33,0
47,7,224718,9,0,10,1,4,1,0,0,55,39,0
59,5,395348,14,2,4,0,4,1,0,0,40,39,0
30,4,202313,11,2,3,0,4,1,0,0,40,39,0
25,4,130517,11,0,13,4,4,0,0,0,32,39,0
39,4,216303,11,2,14,0,2,1,0,1671,40,0,0
76,4,305001,9,0,5,0,4,1,0,0,40,39,1
53,2,38695,9,2,4,0,4,1,97629,1894,55,39,1
35,4,220105,11,2,3,0,4,1,0,0,33,39,0
60,4,298381,11,0,12,4,4,0,0,0,34,39,0
46,4,186757,9,5,4,1,4,1,0,1634,8,39,1
34,4,146989,15,2,3,0,4,1,2988,0,40,39,0
23,4,292493,6,4,1,1,3,1,0,0,19,30,0
26,4,165505,15,4,10,4,4,1,3588,0,49,39,0
28,4,134990,12,0,8,4,4,0,0,0,60,39,0
31,6,232536,7,4,8,3,4,0,0,0,20,39,0
56,4,97447,12,2,10,0,4,1,7745,0,60,39,1
49,5,114436,10,2,10,0,4,1,99594,0,60,39,1
39,4,22261,9,0,12,2,4,1,0,861,40,39,1
55,4,376377,9,0,10,0,4,1,13916,0,45,39,1
24,4,243663,15,4,13,2,2,0,0,0,32,39,0
37,2,106545,11,4,0,3,4,1,0,0,40,39,0
28,4,179874,11,4,10,2,4,0,0,0,8,39,0
32,1,119595,7,4,8,1,4,0,0,0,10,39,1
23,4,299584,14,2,6,0,4,1,1850,0,49,28,1
30,4,117177,11,2,5,0,4,0,0,0,69,39,0
46,4,199387,15,2,7,0,4,1,0,0,40,39,0
33,4,385478,9,0,10,1,4,1,0,0,19,39,1
58,2,167877,15,0,1,0,4,1,0,0,50,29,1
46,4,342675,11,2,7,0,1,1,0,0,40,39,0
46,4,299254,11,5,4,0,4,0,0,0,20,39,0
30,4,202371,11,2,13,0,4,1,0,0,40,39,0
72,4,203977,7,2,1,0,1,1,0,0,55,39,0
38,4,499223,11,2,3,0,4,1,0,0,35,39,0
44,4,279718,15,3,12,4,2,0,0,0,40,39,0
24,4,107621,11,2,14,0,4,0,0,0,18,39,0
51,4,237926,7,2,13,2,4,1,0,0,40,39,0
41,4,51857,11,0,4,4,4,0,0,0,40,39,1
23,4,50361,11,4,1,1,4,0,0,0,40,39,0
35,4,261816,11,2,14,0,4,0,0,0,40,39,0
60,4,201678,15,2,7,0,4,1,0,0,40,39,1
27,4,316824,9,4,8,3,4,1,0,1654,9,39,0
58,4,174515,11,0,11,0,4,1,0,0,40,39,0
27,4,297658,11,4,3,3,4,1,0,0,40,39,0
37,4,234858,6,4,1,1,4,1,0,0,27,39,0
36,4,189905,2,0,3,4,4,1,3638,0,40,39,0
26,4,182491,11,2,8,3,4,1,0,0,40,39,0
22,4,50415,15,4,9,1,4,0,0,0,32,4,0
27,4,217743,14,4,4,1,4,1,0,0,45,39,1
42,4,351979,7,3,13,4,4,1,96340,0,49,39,0
58,5,192397,12,2,11,0,4,1,0,0,40,39,1
38,4,36208,11,4,12,1,4,1,3010,0,40,39,1
37,4,114787,8,4,7,1,3,0,0,0,40,21,0
31,4,127393,9,2,10,0,4,1,0,0,40,39,1
25,4,238259,11,2,11,0,4,1,0,0,33,39,0
21,4,70769,7,4,8,1,3,1,0,0,31,26,0
25,4,369726,15,4,8,3,4,0,0,0,40,39,0
27,2,208228,15,2,4,0,2,1,0,0,50,39,1
42,6,203752,12,2,4,5,4,0,0,0,66,13,0
22,4,174180,11,4,13,3,4,0,0,0,34,39,0
42,4,254572,15,2,10,0,4,1,0,0,60,39,1
29,4,56029,1,6,13,4,2,0,0,0,40,39,0
41,6,161392,11,4,4,1,4,1,0,0,40,39,0
25,4,165788,15,4,1,1,4,1,0,0,19,39,0
53,4,244400,11,0,5,4,4,1,0,0,40,39,0
23,4,170799,11,4,4,1,4,0,0,0,40,39,1
46,7,42922,8,0,10,1,4,1,0,0,45,39,0
34,4,177480,12,0,10,1,1,1,2979,0,45,20,1
72,5,256529,12,2,12,5,2,0,0,0,40,33,1
26,4,216361,15,2,3,0,4,1,0,0,40,39,1
22,4,140677,11,2,4,0,4,1,0,0,49,39,1
59,4,204758,12,2,4,0,4,1,98908,0,69,12,1
36,4,295894,11,2,4,0,4,1,0,0,50,39,1
28,4,111313,12,2,5,0,4,1,0,0,40,22,0
29,6,128984,9,3,4,0,4,1,93584,0,40,39,1
33,6,208348,8,4,10,4,4,0,0,0,45,39,0
36,4,182379,8,2,3,0,4,1,0,0,40,39,1
39,4,154836,14,2,10,5,1,0,0,0,35,39,1
22,4,135456,8,4,8,1,4,1,0,0,55,39,0
42,4,269637,0,4,1,1,4,0,0,820,38,37,0
52,6,355236,11,2,8,5,4,0,0,0,40,39,0
45,1,204292,15,0,1,4,4,0,0,0,40,39,0
19,4,103368,2,4,12,1,4,1,2836,0,13,39,1
25,4,21092,8,4,4,1,4,1,0,0,40,36,0
73,8,331668,9,4,4,2,4,1,0,0,33,39,0
47,4,48114,7,2,3,0,4,1,0,2312,40,39,1
56,4,365754,2,2,3,0,4,1,3635,0,40,39,0
28,4,313667,15,2,5,0,4,1,0,1974,40,39,0
38,4,54861,11,0,3,2,4,1,0,0,19,39,1
38,4,142577,11,4,7,4,1,1,0,0,40,16,0
24,4,311296,1,0,10,3,4,0,0,0,48,39,0
53,0,402531,10,5,13,4,1,0,0,0,36,39,0
46,4,125283,7,2,1,0,4,1,0,0,40,39,1
51,5,209430,12,2,10,0,4,1,0,2356,50,39,1
30,4,356757,9,6,5,1,4,1,3103,0,40,39,0
40,4,181200,14,2,4,0,4,1,0,0,60,39,1
43,2,48205,9,0,3,1,4,1,0,0,45,39,0
44,7,346376,11,0,1,1,4,0,0,0,40,39,0
32,4,206673,11,2,12,0,4,1,0,0,40,39,0
37,4,453184,11,2,3,0,2,1,0,0,40,39,0
29,4,175434,15,4,3,0,4,1,3289,0,40,39,0
25,7,242218,11,2,1,5,2,0,0,0,40,39,0
70,6,211843,11,3,7,1,4,1,0,0,40,39,0
31,4,288597,11,2,13,0,4,1,2696,0,44,39,0
28,4,62064,11,2,3,0,4,1,0,0,40,39,0
22,6,242815,11,6,12,3,2,0,0,0,7,39,0
38,4,89416,12,2,4,0,4,1,0,0,40,39,1
38,4,53384,11,2,13,0,4,1,0,0,40,39,0
26,5,166501,11,4,13,1,4,0,0,0,55,39,0
70,1,225771,3,0,10,1,4,0,23097,2318,49,39,1
53,0,162937,9,5,1,4,2,1,0,0,40,0,0
25,4,135950,8,0,13,1,2,0,0,0,40,39,0
20,4,446039,15,4,10,4,4,0,0,0,40,24,0
61,2,217064,12,2,10,5,4,0,8150,0,40,39,0
30,4,163390,8,6,12,1,4,1,0,0,40,39,1
24,4,374570,9,6,10,1,4,0,0,0,40,40,1
36,6,87942,15,4,3,3,4,0,0,2294,40,39,0
25,4,195468,11,2,3,0,4,1,0,0,65,39,0
60,5,283561,9,6,10,1,4,1,0,0,40,39,1
30,4,150801,11,6,8,4,2,0,0,0,34,39,0
28,4,200492,9,2,4,0,4,1,14618,0,50,39,1
49,4,204844,15,2,4,0,4,1,99572,0,45,39,1
57,6,137931,15,2,7,4,4,0,0,0,40,39,0
69,4,199246,11,2,10,0,4,1,0,0,50,39,0
60,4,54630,11,2,3,0,4,1,0,0,45,39,0
38,4,240799,11,2,4,0,4,1,6522,0,79,39,1
48,4,198148,11,2,1,5,2,0,0,1720,30,20,0
32,4,264382,15,0,11,4,4,0,0,0,29,39,0
25,4,574829,11,3,5,3,4,1,0,0,40,30,0
29,4,190881,12,2,10,0,1,1,0,0,40,39,0
53,4,267958,9,4,10,1,1,1,0,0,40,26,0
32,4,184879,11,0,4,1,4,1,0,0,40,39,0
41,5,252445,11,2,6,4,4,0,0,0,40,39,0
44,4,227950,6,6,4,1,4,1,0,0,6,39,0
33,4,192247,11,4,14,1,4,0,0,0,40,39,0
37,4,207789,11,2,3,0,4,1,0,0,40,39,0
67,4,141195,9,0,10,1,4,1,0,0,40,39,0
21,4,124001,15,4,10,4,4,0,0,0,32,30,0
49,4,172302,12,2,10,5,4,0,0,0,45,39,1
57,4,386784,1,2,5,0,1,1,0,0,40,24,0
30,3,37563,11,2,0,0,4,1,0,0,40,39,1
43,0,243751,8,5,10,1,4,1,0,0,60,39,0
39,4,84124,1,0,1,4,4,0,0,0,40,26,0
36,4,166559,1,4,10,4,4,0,0,0,37,39,0
48,4,296018,12,2,10,0,4,1,14792,0,50,39,1
26,4,131518,8,4,6,2,4,1,0,0,27,39,1
60,4,236380,12,2,10,0,1,1,0,0,40,31,1
27,4,266350,11,6,1,4,4,0,0,0,40,39,0
54,4,215147,0,2,12,5,1,0,0,0,40,4,0
26,7,175351,11,4,2,4,4,0,0,0,40,39,0
29,4,102839,9,0,1,1,4,0,0,0,13,39,0
40,4,213397,11,2,12,0,4,1,0,0,45,39,0
24,4,125616,5,4,12,2,4,1,0,0,60,39,0
56,2,57591,11,2,10,0,4,1,0,0,40,39,1
39,0,235315,5,0,0,1,4,0,0,0,40,39,0
