0,1,2,3,4,5,6,7,8,9,10,11,12,13
3062,40,34,12,241,3,224,2,0,0,0,0,1,1
3063,32,21,114,300,2,115,2,0,0,0,0,1,0
3064,12,6,148,160,1,110,0,0,0,0,0,0,0
3065,22,17,39,79,0,37,1,0,1,0,0,1,0
3066,24,19,87,367,1,145,0,0,0,0,0,1,0
3068,8,37,103,148,3,35,1,22,0,0,0,1,1
3069,33,22,136,82,2,35,2,171,0,0,0,1,1
3070,26,20,101,452,1,1,2,0,0,0,0,1,0
3071,30,23,149,430,1,164,0,0,0,0,0,1,0
3072,39,33,146,395,2,2,0,0,0,0,0,0,1
3073,40,34,45,367,1,102,0,0,0,0,0,0,0
3074,3,3,124,362,2,8,2,0,0,0,0,1,0
3075,36,32,7,39,3,17,1,198,1,0,0,1,0
3076,17,11,148,445,3,248,0,0,0,0,0,1,1
3077,19,11,130,318,0,237,2,71,0,0,1,1,1
3079,6,37,32,34,1,213,0,105,0,0,0,0,0
3080,17,11,141,317,2,37,0,326,0,0,0,0,0
3081,8,44,8,114,1,191,1,226,0,0,0,0,1
3082,12,5,48,298,1,224,0,0,0,0,0,1,0
3083,39,33,148,266,3,100,2,0,0,1,0,0,0
3084,28,22,122,187,3,35,2,0,0,0,0,1,0
3085,9,43,105,45,1,47,2,0,0,0,0,1,1
3086,4,26,33,243,2,173,2,282,1,0,0,0,1
3087,39,34,160,362,0,54,0,52,0,0,0,1,0
3088,43,39,36,441,3,115,1,0,0,0,0,0,0
3090,30,23,132,253,3,191,0,0,0,0,0,1,1
3091,26,21,8,215,1,224,0,0,0,0,0,0,0
3092,42,38,16,291,0,144,0,222,0,0,1,1,1
3093,7,42,145,92,3,97,1,0,0,1,0,1,0
3094,37,31,121,10,2,97,2,0,0,0,0,0,0
3095,7,43,15,355,3,110,1,0,1,0,0,1,0
3096,31,24,148,454,0,224,0,0,0,0,0,1,0
3097,31,24,154,89,0,162,0,0,0,0,0,1,0
3098,14,7,102,430,3,192,0,0,0,1,1,1,0
3099,9,44,147,430,1,7,0,122,0,0,0,1,1
3101,28,23,100,312,2,103,0,0,0,0,0,1,1
3102,23,18,137,139,1,149,0,0,0,0,0,1,1
3103,18,12,145,95,0,78,0,0,0,0,0,0,0
3104,39,33,8,212,3,189,2,0,0,0,0,1,0
3105,31,24,37,114,0,7,0,0,0,0,0,1,0
3106,29,23,111,189,3,98,1,0,0,1,0,1,0
3107,28,21,111,272,0,224,1,345,0,0,0,1,0
3108,1,1,120,373,2,162,1,0,0,1,0,0,0
3109,38,32,105,187,1,128,0,0,0,0,0,1,0
3110,32,21,109,267,2,191,2,45,0,0,0,1,1
3113,14,6,116,244,3,25,0,0,0,0,0,0,1
3114,41,35,109,269,0,112,2,0,0,0,0,1,0
3115,11,45,88,430,1,37,0,7,0,0,0,1,1
3116,8,44,0,430,3,218,1,0,0,0,0,1,0
3117,19,13,148,458,3,218,2,0,0,0,0,1,0
3118,24,18,92,455,1,42,0,0,0,0,0,1,0
3119,6,42,149,244,2,265,0,0,0,0,0,0,0
3120,11,45,113,149,3,284,0,0,0,0,0,0,0
3121,13,6,58,395,1,4,0,0,0,0,0,1,1
3122,11,5,48,33,1,62,0,0,0,0,0,0,0
3124,3,15,130,286,3,35,0,0,0,1,0,0,0
3125,25,20,18,363,3,178,0,336,0,0,0,0,0
3126,24,19,102,282,3,42,0,0,0,0,0,1,0
3127,16,8,122,367,0,98,0,0,0,0,0,0,1
3128,39,34,79,98,2,189,1,344,0,0,0,1,0
3129,11,46,109,315,2,145,0,0,0,0,0,0,0
3130,20,14,102,396,3,193,0,343,0,0,0,1,0
3131,32,27,136,372,2,215,1,0,0,0,0,1,1
3132,42,38,37,148,0,63,0,0,0,0,0,0,0
3133,3,3,3,316,3,97,2,0,0,0,0,0,0
3135,34,23,120,268,3,191,2,0,0,0,0,1,0
3136,9,44,129,290,2,163,0,106,0,0,0,1,1
3137,12,46,77,174,1,237,1,159,1,0,0,1,0
3138,40,30,68,121,3,54,2,0,1,0,0,0,0
3139,26,21,116,364,3,189,1,95,0,0,0,1,0
3140,0,0,18,399,3,144,0,0,0,1,0,0,1
3141,7,43,135,316,3,193,0,89,0,0,0,0,1
3142,20,14,30,33,0,162,0,0,0,0,0,0,0
3143,16,9,25,267,1,78,0,97,0,0,0,1,0
3144,8,43,116,430,3,192,0,23,0,0,0,1,0
3146,42,36,116,141,0,218,2,0,0,0,0,1,1
3147,11,45,108,165,1,110,2,0,0,1,0,1,0
3148,14,7,30,33,1,17,0,0,0,0,0,0,0
3149,39,35,52,37,1,26,0,0,0,0,0,0,1
3150,10,46,148,267,0,215,0,0,0,0,0,1,0
3151,25,18,102,367,0,215,2,322,0,0,0,1,0
3152,10,46,29,27,2,59,2,0,1,1,0,0,0
3153,22,14,105,430,2,1,1,0,0,0,0,1,1
3154,21,14,112,179,3,53,1,0,0,0,0,1,0
3155,14,6,137,321,1,172,0,28,0,1,0,0,0
3157,8,42,114,231,1,114,2,0,0,0,0,1,0
3158,33,28,109,415,2,98,1,15,0,0,0,0,0
3159,7,37,146,316,1,215,0,0,0,0,0,1,0
3160,38,32,155,410,1,60,0,0,0,0,0,1,0
3161,9,44,26,367,3,174,1,0,1,0,0,0,1
3162,28,23,141,451,0,207,0,0,0,0,0,0,0
3163,3,4,124,282,3,42,1,131,0,0,0,0,0
3164,8,42,115,367,0,193,0,0,0,0,0,0,0
3165,20,13,158,296,3,37,1,0,0,0,0,0,0
3166,34,29,149,241,3,193,2,0,0,0,0,0,1
3168,19,13,108,198,0,41,1,0,0,1,0,0,0
3169,25,19,45,282,3,47,0,0,0,0,0,1,0
3170,23,17,161,46,1,70,2,95,0,0,0,1,0
3171,10,44,45,167,0,94,1,329,0,1,1,1,1
3172,22,17,148,292,3,48,2,0,0,0,0,1,0
3173,8,43,148,367,3,145,2,0,0,0,0,1,0
3174,19,13,40,433,0,78,0,0,0,1,0,1,0
3175,33,27,146,50,3,42,2,0,0,0,0,1,0
3176,40,36,111,114,0,214,1,0,0,0,0,0,0
3177,19,13,52,162,1,25,1,174,1,0,0,0,1
3179,27,20,130,39,0,126,2,0,0,0,0,0,0
3180,8,43,132,159,1,163,0,0,0,0,0,1,1
3181,42,38,103,8,0,196,1,0,0,0,0,0,0
3182,37,31,132,291,2,162,0,0,0,0,0,1,0
3183,11,5,95,122,3,163,1,0,0,0,0,1,0
3184,39,29,39,401,1,189,2,0,1,0,0,0,1
3185,33,27,132,240,2,172,0,0,0,0,0,0,0
3186,28,21,112,106,3,53,0,0,0,1,0,0,1
3187,21,14,129,286,2,5,1,0,0,0,0,0,0
3188,18,11,116,140,0,175,2,0,0,0,0,0,0
3190,20,11,142,434,2,195,1,62,0,0,0,1,1
3191,2,3,101,347,1,237,2,0,0,0,0,0,0
3192,17,11,24,91,1,97,0,0,0,0,0,0,1
3193,30,25,131,367,1,196,2,0,0,0,0,1,0
3194,31,27,124,334,0,127,2,86,0,0,0,1,0
3195,13,7,156,365,1,60,0,85,0,0,0,0,0
3196,3,15,17,418,1,145,0,249,0,0,0,1,1
3197,12,6,112,125,0,53,1,0,0,0,0,1,0
3198,6,37,113,240,0,35,0,0,0,0,0,0,0
3199,12,6,146,144,1,59,0,0,0,0,0,1,1
3201,5,37,2,410,2,59,0,168,0,0,0,0,0
3202,25,20,101,7,3,79,1,0,0,0,0,0,0
3203,23,16,125,75,0,54,1,0,0,1,0,0,0
3204,8,44,115,195,0,144,2,67,0,0,0,0,1
3205,17,11,160,327,1,126,1,345,0,0,0,1,0
3206,4,4,12,95,3,112,2,261,0,0,0,1,1
3207,9,15,135,267,3,227,2,3,0,0,0,1,0
3208,44,41,143,430,3,221,1,116,0,0,1,1,1
3209,1,1,16,194,1,189,0,0,0,1,0,1,0
3210,22,13,146,407,2,35,1,152,0,0,0,1,1
3212,3,3,79,232,0,35,1,22,0,0,0,1,0
3213,19,12,35,79,1,225,2,0,1,0,0,1,0
3214,42,38,131,358,2,37,1,0,0,0,0,1,0
3215,36,30,3,119,1,219,0,0,0,0,0,1,0
3216,7,42,112,187,3,8,1,0,0,0,0,1,0
3217,9,43,116,228,0,18,0,328,0,0,0,1,1
3218,13,7,127,291,2,150,0,117,0,0,0,0,0
3219,25,20,98,266,1,62,0,0,0,0,1,1,1
3220,33,28,132,39,1,5,2,0,0,0,0,0,0
3221,21,16,26,458,1,103,0,0,0,0,0,1,0
3224,37,31,115,208,0,162,0,0,0,0,0,1,1
3225,28,23,18,221,2,126,0,0,0,1,1,1,1
3226,11,5,123,293,2,227,1,0,0,0,0,1,0
3227,22,17,111,249,1,2,2,0,0,0,0,0,1
3228,24,19,133,267,0,218,0,0,0,0,0,0,0
3229,6,42,70,304,0,173,2,341,0,0,0,1,1
3230,29,24,125,347,0,144,2,0,0,0,0,0,0
3231,38,32,128,39,0,245,2,0,0,0,0,1,0
3232,17,9,114,95,1,1,0,88,0,0,0,1,0
3233,1,3,116,61,2,1,1,0,0,0,0,0,0
3235,10,44,11,39,1,191,0,0,0,0,0,1,0
3236,10,45,130,347,0,127,0,0,0,0,0,1,0
3237,29,22,116,277,1,110,2,49,0,0,0,0,1
3238,17,9,135,417,0,59,2,0,0,0,0,0,0
3239,22,16,130,144,2,13,2,73,0,0,0,1,0
3240,4,26,109,286,0,189,1,0,0,0,0,0,0
3241,15,8,155,140,0,98,0,0,0,0,0,1,1
3242,27,22,18,159,0,162,0,343,0,0,0,0,0
3243,18,10,152,352,2,144,0,186,0,0,0,1,0
3244,37,31,133,7,3,60,1,0,0,1,0,1,0
3246,41,31,69,7,1,224,2,260,1,0,0,0,0
3247,11,45,147,241,1,245,2,0,0,1,1,1,1
3248,7,43,118,440,0,195,0,0,0,0,0,1,0
3249,8,37,88,430,3,63,1,0,0,0,0,1,0
3250,18,10,155,53,0,191,2,220,0,1,0,1,0
3251,38,34,21,353,1,163,0,0,0,0,0,1,0
3252,19,13,97,65,0,231,2,0,0,0,0,1,0
3253,25,19,115,312,1,189,0,0,0,0,0,1,0
3254,36,31,110,48,3,60,0,0,0,0,0,0,1
3255,34,30,129,156,2,194,0,0,0,0,0,1,0
3257,14,8,107,123,3,63,1,0,0,0,0,0,0
3258,30,23,42,429,0,112,0,230,0,0,0,0,0
3259,30,23,62,382,0,62,0,0,0,0,0,1,0
3260,3,15,125,316,2,14,1,0,0,0,0,1,0
3261,16,9,112,90,0,125,2,0,0,0,0,1,0
3262,12,6,134,374,1,215,0,27,0,0,0,0,1
3263,36,30,123,14,2,235,0,0,0,0,0,1,0
3264,20,13,131,430,2,189,2,0,0,1,0,0,0
3265,16,10,22,108,1,60,0,339,0,0,0,0,1
3266,26,20,27,456,1,98,0,0,0,0,0,1,0
3268,24,19,18,155,3,42,0,3,0,0,0,0,1
3269,18,12,123,263,1,214,0,3,0,0,0,1,0
3270,34,30,143,344,0,25,1,188,0,0,0,1,1
3271,19,12,152,34,0,114,1,71,0,0,0,1,0
3272,38,33,77,101,0,60,1,0,1,0,0,0,0
3273,33,22,130,93,2,174,2,0,0,0,0,1,0
3274,6,26,22,218,2,126,2,274,1,0,0,1,0
3275,2,0,112,246,2,110,1,0,0,0,0,1,0
3276,9,45,17,366,3,213,2,0,1,0,0,1,0
3277,14,7,22,315,3,239,1,154,1,0,1,1,1
3279,8,42,99,253,0,189,1,0,0,0,0,1,1
3280,15,9,130,310,0,84,2,155,0,0,0,1,0
3281,17,9,135,227,2,59,0,7,0,0,0,1,0
3282,38,33,23,355,1,13,0,0,0,1,0,0,1
3283,27,22,122,257,3,192,2,0,0,0,0,0,0
3284,9,44,32,243,1,60,0,0,0,0,0,0,0
3285,39,33,126,321,0,224,1,0,0,0,0,0,0
3286,39,34,117,13,2,191,1,101,0,0,0,1,1
3287,17,10,141,424,3,191,1,0,0,0,0,1,0
3288,36,31,99,2,3,218,1,325,0,0,0,0,0
3290,20,14,22,82,2,172,0,0,1,0,0,1,0
3291,39,34,118,138,2,125,0,0,0,0,0,0,0
3292,25,18,42,425,0,97,0,41,0,0,0,1,0
3293,6,42,105,232,0,47,2,0,0,0,0,0,0
3294,35,29,110,241,2,59,2,0,0,0,0,1,0
3295,20,13,142,277,3,309,2,0,0,0,0,0,0
3296,16,10,158,131,1,131,0,0,0,0,0,1,0
3297,10,44,149,395,0,54,2,0,0,0,0,1,0
3298,17,10,97,317,0,145,2,0,0,0,0,1,0
3299,5,26,142,243,3,48,0,0,0,0,0,1,1
3301,15,6,141,316,2,256,1,0,0,0,0,1,0
3302,42,38,137,398,2,282,0,0,0,0,0,0,1
3303,12,6,100,430,0,35,2,0,0,0,0,1,1
3304,6,42,12,381,1,53,0,0,0,0,0,1,1
3305,38,32,123,26,0,254,1,68,0,0,0,1,0
3306,23,17,113,316,0,97,2,0,0,0,0,0,0
3307,27,19,101,95,0,4,1,0,0,0,0,1,0
3308,37,30,114,46,3,41,1,95,0,0,0,1,0
3309,31,23,121,318,2,47,1,14,0,1,1,1,1
3310,20,13,79,176,1,126,1,0,0,0,0,1,0
3312,15,9,154,231,1,37,0,158,0,1,1,1,1
3313,23,18,152,224,3,86,1,0,0,0,0,1,0
3314,41,36,97,205,2,97,0,0,0,1,1,1,1
3315,1,3,17,339,0,189,0,0,0,0,0,1,0
3316,16,8,157,257,3,0,2,0,1,0,0,1,0
3317,11,45,70,436,3,23,0,0,0,0,0,0,0
3318,42,38,106,34,0,171,2,21,0,0,0,1,0
3319,15,9,73,167,2,202,2,0,1,0,1,1,1
3320,39,33,79,453,1,42,2,0,0,0,0,1,1
3321,36,32,150,95,0,118,2,0,1,0,1,0,1
3323,26,21,154,212,3,37,1,0,0,1,0,1,0
3324,34,29,127,387,1,78,0,35,0,0,0,1,0
3325,41,35,149,340,0,126,0,0,0,0,0,0,0
3326,24,18,159,250,1,110,1,0,1,0,0,0,0
3327,7,43,27,257,2,51,2,0,0,0,0,1,0
3328,19,13,151,203,3,218,0,0,0,0,0,1,1
3329,30,24,108,208,1,78,2,0,0,0,0,1,1
3330,27,20,9,321,3,110,2,0,0,0,0,0,1
3331,39,35,145,332,3,35,1,0,0,0,0,0,0
3332,11,5,113,290,0,41,0,0,0,0,0,0,1
3336,24,17,154,39,1,47,2,0,0,0,0,0,0
3337,39,34,157,229,2,98,2,0,1,0,1,1,1
3338,38,32,146,365,3,162,1,0,0,0,0,0,0
3339,36,31,128,273,1,224,0,0,0,0,0,1,0
3340,24,17,111,189,2,221,1,0,0,0,0,1,1
3341,42,36,97,185,2,42,1,0,0,0,0,0,0
3342,33,29,106,450,1,146,0,326,0,1,0,1,0
3343,33,29,102,165,0,19,2,0,0,0,0,1,0
3344,8,44,109,117,1,29,1,0,0,0,0,0,1
3345,38,28,50,337,2,112,2,231,1,0,1,1,1
3347,19,13,78,109,1,98,0,0,0,0,0,1,0
3348,21,14,112,357,3,147,2,331,0,0,0,0,0
3349,24,17,151,315,1,54,1,0,0,0,0,1,0
3350,7,43,23,93,1,163,0,0,0,0,0,1,0
3351,39,35,99,91,1,60,2,0,0,0,0,0,0
3352,33,29,99,367,3,214,0,0,0,0,0,1,1
3353,2,0,35,241,1,35,0,0,0,0,0,0,1
3354,30,24,65,110,3,41,0,273,1,0,0,1,0
3355,3,3,114,136,3,53,2,54,0,0,0,1,0
3356,36,32,55,312,0,263,0,61,0,0,0,0,1
3358,39,33,102,388,2,144,1,0,0,0,0,1,0
3359,35,29,81,267,3,25,2,95,1,0,0,0,1
3360,17,9,114,61,1,104,0,7,0,0,0,0,1
3361,12,42,146,311,3,42,2,0,0,0,0,1,0
3362,28,21,67,33,2,109,0,206,1,0,0,0,0
3363,18,10,147,367,2,71,0,0,0,0,0,1,0
3364,28,23,123,299,0,2,2,0,0,0,0,0,1
3365,4,4,39,141,2,216,0,0,1,0,0,0,0
3366,23,17,114,263,3,53,2,0,0,0,0,1,0
3367,23,16,132,302,3,59,0,90,0,0,0,0,0
3369,8,42,154,312,1,1,0,0,0,1,0,1,0
3370,35,29,116,180,0,191,1,0,0,0,0,0,0
3371,19,13,103,93,0,136,2,0,0,0,0,1,0
3372,36,32,157,312,1,194,0,0,0,0,0,0,1
3373,31,20,135,246,2,48,2,33,0,0,0,1,0
3374,12,6,147,275,1,247,1,0,0,0,0,1,1
3375,11,46,71,269,1,25,2,0,1,0,1,1,0
3376,23,17,27,246,1,82,2,0,0,0,0,1,0
3377,29,24,138,96,0,241,0,79,0,0,0,0,0
3378,32,27,124,104,2,224,0,0,0,0,0,1,0
3380,11,46,5,167,0,4,0,0,0,0,0,1,1
3381,34,29,116,42,1,53,1,58,0,0,0,0,0
3382,22,14,112,398,0,35,0,0,0,1,1,1,1
3383,6,26,80,189,1,59,0,147,0,0,0,1,1
3384,26,19,132,344,3,44,0,0,0,0,0,1,1
3385,13,6,153,42,1,59,1,346,0,1,0,0,0
3386,34,28,110,367,3,214,1,0,0,0,0,1,0
3387,2,3,138,314,2,54,2,0,0,0,0,1,0
3388,20,12,147,299,0,189,0,326,0,0,0,1,0
3389,4,15,118,22,1,163,2,20,0,1,0,1,0
3391,31,24,147,304,3,173,2,188,0,0,0,0,0
3392,30,22,36,345,1,54,1,330,0,0,0,0,0
3393,32,25,56,240,0,163,0,0,0,0,0,1,1
3394,20,14,124,352,1,144,0,0,0,0,0,1,0
3395,12,6,154,367,1,191,0,0,0,0,0,0,0
3396,36,31,132,301,3,115,0,0,0,0,0,0,0
3397,19,13,133,255,2,110,2,0,0,0,0,1,1
3398,28,21,13,93,1,23,0,0,0,0,0,0,0
3399,34,29,110,67,1,23,2,0,0,0,0,0,0
3400,16,10,133,140,0,53,2,0,0,0,0,0,0
3402,30,23,111,95,3,35,2,0,0,0,0,1,0
3403,8,43,66,234,1,1,0,0,0,0,0,1,1
3404,10,26,127,78,1,149,2,0,0,0,0,1,0
3405,15,9,115,396,1,60,0,0,0,0,0,1,0
3406,24,17,100,294,1,174,2,0,0,0,0,0,1
3407,40,36,120,319,0,173,1,67,0,0,0,0,0
3408,21,14,134,316,0,221,2,0,0,0,0,1,0
3409,38,34,129,304,2,132,2,0,0,0,0,1,0
3410,29,24,95,277,3,145,1,0,0,0,0,1,0
3411,36,31,95,391,1,42,1,0,0,0,0,1,0
3413,33,29,105,347,3,110,0,0,0,0,0,0,0
3414,35,30,136,367,3,126,0,0,0,1,0,0,0
3415,7,43,101,315,2,218,1,36,0,0,0,0,1
3416,19,12,142,187,0,125,2,0,0,0,0,1,0
3417,28,23,79,158,0,137,0,0,0,0,0,0,0
3418,37,32,99,352,0,1,2,0,0,0,0,1,0
3419,7,37,112,58,3,4,0,0,0,0,0,1,0
3420,26,19,97,174,0,41,2,0,0,0,0,0,0
3421,3,3,137,148,3,306,1,0,0,1,0,1,0
3422,13,7,126,93,0,69,1,0,0,0,0,0,0
3424,42,38,141,16,2,59,0,0,0,0,0,1,0
3425,4,3,112,29,0,8,1,11,0,0,0,0,1
3426,37,32,51,187,0,148,2,0,1,0,0,0,1
3427,9,43,148,16,3,62,1,0,0,0,0,0,0
3428,23,16,161,313,2,53,0,0,0,0,0,0,0
3429,37,33,127,306,0,41,1,0,0,1,0,0,0
3430,5,15,123,353,2,145,1,0,0,0,0,1,0
3431,27,22,9,241,3,25,0,0,0,1,0,0,0
3432,29,24,69,343,3,224,2,0,1,0,0,0,0
3433,6,0,137,368,1,125,2,0,0,0,0,0,0
3435,7,37,150,311,3,7,2,0,0,0,0,1,0
3436,19,13,119,213,2,252,2,0,0,1,0,1,0
3437,9,43,21,277,1,255,0,0,0,0,0,1,1
3438,17,10,63,330,1,2,0,0,0,0,0,1,0
3439,26,20,34,245,1,88,1,0,1,0,0,1,0
3440,30,19,144,430,3,166,2,0,0,1,0,1,0
3441,19,12,127,292,3,25,0,0,0,0,0,1,0
3442,15,9,119,67,2,146,0,0,0,0,0,0,0
3443,37,31,156,434,1,37,0,0,0,0,0,0,0
3444,4,26,141,12,3,134,0,0,0,0,0,0,0
3447,38,32,128,219,0,105,1,0,0,0,0,1,1
3448,4,15,113,41,1,42,1,0,0,0,0,1,0
3449,22,17,112,255,2,165,1,0,0,0,0,1,1
3450,18,11,146,316,1,23,0,47,0,0,0,1,1
3451,21,16,122,310,0,53,2,97,0,0,0,0,1
3452,15,9,101,430,3,97,0,0,0,0,0,0,0
3453,16,10,35,127,0,172,0,233,0,0,0,1,0
3454,25,18,124,241,0,189,1,0,0,0,0,0,0
3455,24,18,146,305,0,193,0,0,0,0,0,0,1
3456,41,36,139,277,2,218,0,0,0,1,0,0,1
3458,4,3,104,242,3,23,2,0,0,0,0,1,1
3459,43,39,127,431,2,44,0,0,0,0,0,0,0
3460,20,12,95,418,2,259,0,0,0,0,0,0,0
3461,11,46,133,387,2,275,1,5,0,0,0,1,0
3462,5,15,113,247,2,7,1,62,0,0,0,1,0
3463,29,24,122,163,3,225,2,22,0,0,0,0,0
3464,22,16,149,308,3,7,1,81,0,0,0,1,0
3465,1,1,33,27,1,126,0,0,0,0,0,1,0
3466,16,9,70,140,3,218,2,0,0,1,0,0,0
3467,17,11,108,258,0,125,0,0,0,0,0,1,1
3469,7,42,150,191,3,37,2,0,0,0,0,1,0
3470,26,19,99,286,0,224,2,0,0,0,0,0,0
3471,30,23,133,114,3,162,1,0,0,0,0,0,1
3472,33,27,85,33,0,126,0,0,0,0,0,0,0
3473,27,20,112,255,3,189,0,336,0,0,0,1,0
3474,30,25,38,26,1,54,2,0,1,0,0,0,0
3475,37,31,159,291,1,191,1,213,0,0,0,1,1
3476,35,30,99,34,2,60,1,32,0,0,0,0,0
3477,20,14,147,438,1,164,1,0,0,0,0,1,1
3478,23,17,123,257,3,42,2,0,0,0,0,0,0
3480,6,26,0,93,3,175,0,334,0,0,0,1,1
3481,33,27,141,129,0,173,1,26,0,0,0,1,0
3482,25,19,99,327,3,146,1,23,0,0,0,0,0
3483,38,33,31,42,0,215,0,0,0,0,0,1,0
3484,18,12,26,367,0,163,0,0,0,0,0,0,1
3485,12,6,150,168,3,162,1,32,0,0,0,0,0
3486,25,19,60,456,1,126,0,202,0,0,0,1,0
3487,20,14,148,205,3,42,2,0,0,0,0,1,0
3488,14,7,122,267,1,101,1,0,0,0,0,1,0
3489,24,18,14,445,0,191,0,0,0,1,1,1,1
3491,6,26,146,450,0,234,2,0,0,0,0,0,0
3492,40,35,106,273,0,162,1,0,0,0,0,0,0
3493,20,14,131,303,2,213,2,0,0,0,0,0,0
3494,34,29,136,7,2,8,2,0,0,0,0,0,0
3495,32,28,88,367,1,14,0,0,0,0,0,1,0
3496,24,19,34,104,1,112,0,0,0,0,0,1,1
3497,35,31,131,316,3,173,1,0,0,0,0,0,0
3498,30,24,150,441,0,137,2,19,0,0,0,1,0
3499,36,32,71,460,1,60,1,0,1,1,1,1,1
3500,23,18,145,437,3,144,2,0,0,0,0,1,0
3502,18,10,123,241,0,172,2,0,0,0,0,1,0
3503,23,16,138,136,1,137,1,322,0,0,0,1,0
3504,21,13,22,454,2,48,0,0,1,0,1,1,1
3505,21,13,155,102,1,173,2,0,0,0,0,1,0
3506,27,22,43,352,1,103,0,0,0,0,0,1,0
3507,28,21,57,316,1,213,2,0,1,0,0,1,0
3508,32,27,102,48,3,144,2,50,0,0,0,1,1
3509,14,7,83,215,0,191,0,0,0,0,0,0,0
3510,11,5,97,332,2,163,2,0,0,0,0,1,0
3511,36,31,140,215,3,37,0,0,0,0,0,1,1
3513,22,16,136,316,3,251,2,0,0,0,0,1,1
3514,7,37,9,397,0,224,1,0,0,0,0,1,1
3515,9,45,129,359,2,144,1,0,0,0,0,0,0
3516,38,34,113,360,0,23,0,0,0,0,0,1,1
3517,31,24,7,296,3,44,1,0,1,0,0,1,0
3518,12,5,99,24,3,126,2,0,0,0,0,0,1
3519,40,35,33,121,1,126,2,84,1,0,0,0,0
3520,43,38,104,407,1,4,2,333,0,0,0,0,0
3521,25,20,41,277,3,4,1,0,1,0,0,0,0
3522,37,31,35,388,3,23,0,0,1,0,0,1,0
3524,18,12,40,25,1,41,2,110,1,0,0,1,0
3525,8,44,116,258,0,141,0,0,0,0,0,1,1
3526,35,28,119,324,3,215,1,0,0,0,0,1,0
3527,44,40,141,18,3,97,1,83,0,0,0,1,0
3528,12,46,115,267,1,2,0,0,0,0,0,1,0
3529,17,9,127,96,2,192,2,0,0,0,0,1,0
3530,19,12,50,269,2,41,0,0,1,0,1,1,1
3531,21,13,141,406,0,35,2,0,0,0,0,0,1
3532,24,19,141,241,0,44,1,0,0,0,0,0,1
3533,36,32,151,92,1,176,0,175,0,0,0,0,0
3535,6,26,155,304,0,196,2,0,1,0,0,0,0
3536,13,43,9,135,0,45,2,0,0,1,1,1,1
3537,24,18,97,7,0,166,2,0,0,0,0,1,0
3538,32,25,119,205,1,63,2,121,0,0,0,0,1
3539,18,12,37,331,0,125,0,227,0,0,0,0,0
3540,28,21,161,46,1,221,1,0,0,0,0,0,0
3541,3,15,147,133,1,125,0,100,0,0,0,0,0
3542,10,46,0,0,3,136,0,328,0,0,0,0,1
3543,7,42,8,316,3,195,1,4,0,0,0,0,1
3544,7,37,117,18,3,97,2,0,0,0,0,0,0
3546,22,14,157,84,1,13,1,0,0,0,0,0,0
3547,17,11,152,441,2,19,1,117,1,1,1,1,0
3548,19,10,111,114,2,98,1,33,0,0,0,0,0
3549,27,22,95,121,0,25,0,336,0,0,0,1,0
3550,39,34,105,385,2,163,0,0,0,0,0,1,0
3551,40,34,105,445,0,37,2,0,0,0,0,1,0
3552,20,14,122,397,3,98,1,0,0,0,0,0,0
3553,26,21,27,441,0,78,2,0,0,0,0,1,0
3554,28,21,95,72,1,215,2,323,0,1,0,1,0
3555,38,33,120,459,3,48,0,90,0,0,0,1,0
3558,20,14,146,60,3,189,2,0,0,0,0,0,1
3559,20,14,140,279,3,191,0,0,0,0,0,0,1
3560,38,33,152,244,2,98,0,0,0,0,0,1,0
3561,12,46,147,399,2,215,1,0,0,0,0,1,0
3562,36,30,151,241,3,60,1,0,0,0,0,0,0
3563,17,11,129,114,2,165,2,0,0,0,0,0,0
3564,38,33,35,407,1,192,0,0,0,0,0,0,0
3565,25,19,103,261,0,231,1,0,0,0,0,0,0
3566,14,6,121,249,2,172,0,0,0,0,0,1,1
3567,33,29,126,399,0,25,2,142,0,0,0,1,0
3569,12,46,95,85,1,281,2,26,0,0,0,1,0
3570,12,45,115,445,1,312,1,0,0,0,0,0,0
3571,17,11,5,312,1,45,1,0,0,0,0,0,0
3572,27,19,153,295,0,126,1,345,0,0,0,1,0
3573,26,21,111,85,2,172,1,0,0,0,0,0,0
3574,23,18,152,314,0,110,0,0,0,1,1,1,1
3575,41,38,95,278,1,191,2,0,0,0,0,0,0
3576,37,32,65,25,2,162,2,0,1,0,0,1,0
3577,22,17,103,395,0,98,2,6,0,0,0,1,1
3578,29,23,115,271,3,215,1,0,0,0,0,0,1
3580,35,31,104,28,2,110,1,0,0,0,0,0,0
3581,31,27,111,370,3,191,2,0,0,1,0,1,0
3582,25,18,148,10,1,126,2,149,0,0,0,1,0
3583,28,21,126,241,2,25,1,124,0,0,0,0,0
3584,30,22,144,365,0,192,1,0,0,0,0,0,1
3585,34,23,111,456,2,8,2,0,0,1,0,0,1
3586,20,13,93,128,1,17,0,0,0,0,0,1,0
3587,14,8,117,346,0,231,0,0,0,0,0,0,0
3588,9,44,11,46,0,110,0,0,0,1,0,0,0
3589,11,5,148,398,1,189,1,49,0,0,0,0,0
3591,31,20,148,347,0,2,2,0,0,0,0,0,0
3592,39,33,15,148,1,175,0,103,0,0,0,1,1
3593,33,29,128,241,0,86,2,128,0,0,0,1,0
3594,16,10,123,301,0,213,0,0,0,0,0,0,0
3595,9,44,32,456,1,110,0,0,0,0,0,1,0
3596,27,20,155,257,0,45,2,0,0,0,0,1,0
